iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.87,4.864,0.014,0.014,iteration,applied_iteration_adjustment,True
2,0,1,3,3.53,5.733,-0.047,-0.047,iteration,applied_iteration_adjustment,True
2,0,1,4,4.4,5.933,-0.037,-0.037,iteration,applied_iteration_adjustment,True
2,0,1,5,9.72,6.265,0.025,0.025,iteration,applied_iteration_adjustment,True
2,0,1,6,20.45,6.54,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.12,6.76,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,26.25,7.05,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.87,4.871,0.007,0.007,iteration,applied_iteration_adjustment,True
4,0,1,3,3.53,5.713,-0.02,-0.02,iteration,applied_iteration_adjustment,True
4,0,1,4,4.4,5.921,-0.012,-0.012,iteration,applied_iteration_adjustment,True
4,0,1,5,9.72,6.27,0.005,0.005,iteration,applied_iteration_adjustment,True
4,0,1,6,20.45,6.54,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.12,6.76,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,26.25,7.05,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.87,4.875,0.005,0.005,iteration,applied_iteration_adjustment,True
6,0,1,3,3.53,5.696,-0.017,-0.017,iteration,applied_iteration_adjustment,True
6,0,1,4,4.4,5.916,-0.005,-0.005,iteration,applied_iteration_adjustment,True
6,0,1,5,9.72,6.272,0.001,0.001,iteration,applied_iteration_adjustment,True
6,0,1,6,20.45,6.54,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.12,6.76,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,26.25,7.05,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.87,4.879,0.004,0.004,iteration,applied_iteration_adjustment,True
8,0,1,3,3.53,5.678,-0.018,-0.018,iteration,applied_iteration_adjustment,True
8,0,1,4,4.4,5.915,-0.001,-0.001,iteration,applied_iteration_adjustment,True
8,0,1,5,9.72,6.271,-0.001,-0.001,iteration,applied_iteration_adjustment,True
8,0,1,6,20.45,6.54,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.12,6.76,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,26.25,7.05,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
