iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.31,4.672,0.002,0.002,iteration,applied_iteration_adjustment,True
2,0,1,3,3.18,5.739,-0.051,-0.051,iteration,applied_iteration_adjustment,True
2,0,1,4,5.74,6.073,0.023,0.023,iteration,applied_iteration_adjustment,True
2,0,1,5,9.74,6.27,0.01,0.01,iteration,applied_iteration_adjustment,True
2,0,1,6,19.04,6.36,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.28,6.63,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,27.26,6.78,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.31,4.671,-0.002,-0.002,iteration,applied_iteration_adjustment,True
4,0,1,3,3.18,5.712,-0.027,-0.027,iteration,applied_iteration_adjustment,True
4,0,1,4,5.74,6.09,0.017,0.017,iteration,applied_iteration_adjustment,True
4,0,1,5,9.74,6.272,0.002,0.002,iteration,applied_iteration_adjustment,True
4,0,1,6,19.04,6.36,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.28,6.63,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,27.26,6.78,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.31,4.668,-0.003,-0.003,iteration,applied_iteration_adjustment,True
6,0,1,3,3.18,5.706,-0.006,-0.006,iteration,applied_iteration_adjustment,True
6,0,1,4,5.74,6.091,0.001,0.001,iteration,applied_iteration_adjustment,True
6,0,1,5,9.74,6.272,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,6,19.04,6.36,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.28,6.63,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,27.26,6.78,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.31,4.666,-0.002,-0.002,iteration,applied_iteration_adjustment,True
8,0,1,3,3.18,5.703,-0.004,-0.004,iteration,applied_iteration_adjustment,True
8,0,1,4,5.74,6.093,0.001,0.001,iteration,applied_iteration_adjustment,True
8,0,1,5,9.74,6.27,-0.003,-0.003,iteration,applied_iteration_adjustment,True
8,0,1,6,19.04,6.36,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.28,6.63,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,27.26,6.78,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
