iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,1.86,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,3,4.65,4.964,0.094,0.094,iteration,applied_iteration_adjustment,True
2,0,1,4,6.5,5.346,-0.004,-0.004,iteration,applied_iteration_adjustment,True
2,0,1,5,6.64,5.765,0.085,0.085,iteration,applied_iteration_adjustment,True
2,0,1,6,9.06,6.092,0.072,0.072,iteration,applied_iteration_adjustment,True
2,0,1,7,12.91,6.353,0.123,0.123,iteration,applied_iteration_adjustment,True
2,0,1,8,15.79,6.404,0.084,0.084,iteration,applied_iteration_adjustment,True
2,0,1,9,19.11,6.6,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,10,23.11,6.88,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,11,28.06,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,1.86,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,3,4.65,4.9,-0.064,-0.064,iteration,applied_iteration_adjustment,True
4,0,1,4,6.5,5.352,0.005,0.005,iteration,applied_iteration_adjustment,True
4,0,1,5,6.64,5.845,0.08,0.08,iteration,applied_iteration_adjustment,True
4,0,1,6,9.06,6.141,0.049,0.049,iteration,applied_iteration_adjustment,True
4,0,1,7,12.91,6.443,0.09,0.09,iteration,applied_iteration_adjustment,True
4,0,1,8,15.79,6.444,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,19.11,6.6,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,10,23.11,6.88,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,11,28.06,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,1.86,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,3,4.65,4.832,-0.069,-0.069,iteration,applied_iteration_adjustment,True
6,0,1,4,6.5,5.361,0.009,0.009,iteration,applied_iteration_adjustment,True
6,0,1,5,6.64,5.901,0.057,0.057,iteration,applied_iteration_adjustment,True
6,0,1,6,9.06,6.196,0.055,0.055,iteration,applied_iteration_adjustment,True
6,0,1,7,12.91,6.525,0.081,0.081,iteration,applied_iteration_adjustment,True
6,0,1,8,15.79,6.526,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,19.11,6.6,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,10,23.11,6.88,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,11,28.06,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,1.86,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,3,4.65,4.774,-0.058,-0.058,iteration,applied_iteration_adjustment,True
8,0,1,4,6.5,5.371,0.009,0.009,iteration,applied_iteration_adjustment,True
8,0,1,5,6.64,5.956,0.055,0.055,iteration,applied_iteration_adjustment,True
8,0,1,6,9.06,6.247,0.051,0.051,iteration,applied_iteration_adjustment,True
8,0,1,7,12.91,6.599,0.075,0.075,iteration,applied_iteration_adjustment,True
8,0,1,8,15.79,6.6,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,19.11,6.601,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,10,23.11,6.88,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,11,28.06,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
