iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.07,4.729,-0.011,-0.011,iteration,applied_iteration_adjustment,True
2,0,1,3,3.38,5.634,0.014,0.014,iteration,applied_iteration_adjustment,True
2,0,1,4,5.62,5.971,0.051,0.051,iteration,applied_iteration_adjustment,True
2,0,1,5,8.7,6.207,-0.033,-0.033,iteration,applied_iteration_adjustment,True
2,0,1,6,18.94,6.32,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.55,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,27.16,6.89,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.07,4.72,-0.009,-0.009,iteration,applied_iteration_adjustment,True
4,0,1,3,3.38,5.636,0.003,0.003,iteration,applied_iteration_adjustment,True
4,0,1,4,5.62,5.988,0.017,0.017,iteration,applied_iteration_adjustment,True
4,0,1,5,8.7,6.199,-0.007,-0.007,iteration,applied_iteration_adjustment,True
4,0,1,6,18.94,6.32,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.55,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,27.16,6.89,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.07,4.711,-0.009,-0.009,iteration,applied_iteration_adjustment,True
6,0,1,3,3.38,5.639,0.002,0.002,iteration,applied_iteration_adjustment,True
6,0,1,4,5.62,5.996,0.008,0.008,iteration,applied_iteration_adjustment,True
6,0,1,5,8.7,6.197,-0.002,-0.002,iteration,applied_iteration_adjustment,True
6,0,1,6,18.94,6.32,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.55,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,27.16,6.89,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.07,4.703,-0.008,-0.008,iteration,applied_iteration_adjustment,True
8,0,1,3,3.38,5.64,0.002,0.002,iteration,applied_iteration_adjustment,True
8,0,1,4,5.62,6.0,0.004,0.004,iteration,applied_iteration_adjustment,True
8,0,1,5,8.7,6.195,-0.003,-0.003,iteration,applied_iteration_adjustment,True
8,0,1,6,18.94,6.32,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.55,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,27.16,6.89,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
