iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.61,4.684,-0.076,-0.076,iteration,applied_iteration_adjustment,True
2,0,1,3,4.08,5.47,0.2,0.2,iteration,applied_iteration_adjustment,True
2,0,1,4,5.73,6.056,0.016,0.016,iteration,applied_iteration_adjustment,True
2,0,1,5,9.44,6.401,-0.049,-0.049,iteration,applied_iteration_adjustment,True
2,0,1,6,18.68,6.68,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.85,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,26.92,7.26,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.61,4.605,-0.079,-0.079,iteration,applied_iteration_adjustment,True
4,0,1,3,4.08,5.592,0.122,0.122,iteration,applied_iteration_adjustment,True
4,0,1,4,5.73,6.067,0.011,0.011,iteration,applied_iteration_adjustment,True
4,0,1,5,9.44,6.372,-0.03,-0.03,iteration,applied_iteration_adjustment,True
4,0,1,6,18.68,6.68,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.85,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,26.92,7.26,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.61,4.563,-0.042,-0.042,iteration,applied_iteration_adjustment,True
6,0,1,3,4.08,5.684,0.092,0.092,iteration,applied_iteration_adjustment,True
6,0,1,4,5.73,6.062,-0.005,-0.005,iteration,applied_iteration_adjustment,True
6,0,1,5,9.44,6.368,-0.004,-0.004,iteration,applied_iteration_adjustment,True
6,0,1,6,18.68,6.68,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.85,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,26.92,7.26,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.61,4.544,-0.019,-0.019,iteration,applied_iteration_adjustment,True
8,0,1,3,4.08,5.716,0.032,0.032,iteration,applied_iteration_adjustment,True
8,0,1,4,5.73,6.056,-0.007,-0.007,iteration,applied_iteration_adjustment,True
8,0,1,5,9.44,6.362,-0.005,-0.005,iteration,applied_iteration_adjustment,True
8,0,1,6,18.68,6.68,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.85,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,26.92,7.26,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
