iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.23,4.527,-0.153,-0.153,iteration,applied_iteration_adjustment,True
2,0,1,3,4.83,4.755,-0.085,-0.085,iteration,applied_iteration_adjustment,True
2,0,1,4,6.01,5.829,0.109,0.109,iteration,applied_iteration_adjustment,True
2,0,1,5,9.68,5.984,0.094,0.094,iteration,applied_iteration_adjustment,True
2,0,1,6,12.52,6.22,0.2,0.2,iteration,applied_iteration_adjustment,True
2,0,1,7,19.19,6.44,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,23.24,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,28.19,6.84,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,10,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.23,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,3,4.83,4.676,-0.079,-0.079,iteration,applied_iteration_adjustment,True
4,0,1,4,6.01,5.913,0.084,0.084,iteration,applied_iteration_adjustment,True
4,0,1,5,9.68,6.063,0.078,0.078,iteration,applied_iteration_adjustment,True
4,0,1,6,12.52,6.337,0.117,0.117,iteration,applied_iteration_adjustment,True
4,0,1,7,19.19,6.44,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,23.24,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,28.19,6.84,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,10,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.23,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,3,4.83,4.642,-0.034,-0.034,iteration,applied_iteration_adjustment,True
6,0,1,4,6.01,5.958,0.045,0.045,iteration,applied_iteration_adjustment,True
6,0,1,5,9.68,6.092,0.029,0.029,iteration,applied_iteration_adjustment,True
6,0,1,6,12.52,6.415,0.077,0.077,iteration,applied_iteration_adjustment,True
6,0,1,7,19.19,6.44,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,23.24,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,28.19,6.84,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,10,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.23,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,3,4.83,4.64,-0.002,-0.002,iteration,applied_iteration_adjustment,True
8,0,1,4,6.01,5.989,0.031,0.031,iteration,applied_iteration_adjustment,True
8,0,1,5,9.68,6.093,0.002,0.002,iteration,applied_iteration_adjustment,True
8,0,1,6,12.52,6.451,0.036,0.036,iteration,applied_iteration_adjustment,True
8,0,1,7,19.19,6.452,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,23.24,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,28.19,6.84,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,10,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
