iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.36,4.818,0.008,0.008,iteration,applied_iteration_adjustment,True
2,0,1,3,4.09,5.609,-0.001,-0.001,iteration,applied_iteration_adjustment,True
2,0,1,4,4.8,5.884,0.024,0.024,iteration,applied_iteration_adjustment,True
2,0,1,5,8.68,6.209,-0.021,-0.021,iteration,applied_iteration_adjustment,True
2,0,1,6,19.46,6.37,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.09,6.58,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,27.02,6.86,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.36,4.827,0.009,0.009,iteration,applied_iteration_adjustment,True
4,0,1,3,4.09,5.616,0.008,0.008,iteration,applied_iteration_adjustment,True
4,0,1,4,4.8,5.888,0.004,0.004,iteration,applied_iteration_adjustment,True
4,0,1,5,8.68,6.189,-0.019,-0.019,iteration,applied_iteration_adjustment,True
4,0,1,6,19.46,6.37,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.09,6.58,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,27.02,6.86,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.36,4.835,0.009,0.009,iteration,applied_iteration_adjustment,True
6,0,1,3,4.09,5.621,0.005,0.005,iteration,applied_iteration_adjustment,True
6,0,1,4,4.8,5.886,-0.001,-0.001,iteration,applied_iteration_adjustment,True
6,0,1,5,8.68,6.175,-0.014,-0.014,iteration,applied_iteration_adjustment,True
6,0,1,6,19.46,6.37,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.09,6.58,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,27.02,6.86,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.36,4.844,0.008,0.008,iteration,applied_iteration_adjustment,True
8,0,1,3,4.09,5.623,0.003,0.003,iteration,applied_iteration_adjustment,True
8,0,1,4,4.8,5.883,-0.003,-0.003,iteration,applied_iteration_adjustment,True
8,0,1,5,8.68,6.164,-0.011,-0.011,iteration,applied_iteration_adjustment,True
8,0,1,6,19.46,6.37,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.09,6.58,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,27.02,6.86,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
