iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.33,4.717,-0.003,-0.003,iteration,applied_iteration_adjustment,True
2,0,1,3,4.11,5.753,-0.007,-0.007,iteration,applied_iteration_adjustment,True
2,0,1,4,5.77,5.915,0.055,0.055,iteration,applied_iteration_adjustment,True
2,0,1,5,9.08,6.138,0.008,0.008,iteration,applied_iteration_adjustment,True
2,0,1,6,20.08,6.14,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.0,6.61,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,26.5,6.83,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.33,4.714,-0.003,-0.003,iteration,applied_iteration_adjustment,True
4,0,1,3,4.11,5.722,-0.031,-0.031,iteration,applied_iteration_adjustment,True
4,0,1,4,5.77,5.951,0.036,0.036,iteration,applied_iteration_adjustment,True
4,0,1,5,9.08,6.149,0.011,0.011,iteration,applied_iteration_adjustment,True
4,0,1,6,20.08,6.15,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.0,6.61,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,26.5,6.83,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.33,4.711,-0.002,-0.002,iteration,applied_iteration_adjustment,True
6,0,1,3,4.11,5.722,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,4,5.77,5.95,-0.001,-0.001,iteration,applied_iteration_adjustment,True
6,0,1,5,9.08,6.155,0.007,0.007,iteration,applied_iteration_adjustment,True
6,0,1,6,20.08,6.156,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.0,6.61,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,26.5,6.83,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.33,4.709,-0.002,-0.002,iteration,applied_iteration_adjustment,True
8,0,1,3,4.11,5.722,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,4,5.77,5.951,0.001,0.001,iteration,applied_iteration_adjustment,True
8,0,1,5,9.08,6.159,0.003,0.003,iteration,applied_iteration_adjustment,True
8,0,1,6,20.08,6.16,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.0,6.61,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,26.5,6.83,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
