iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,1.65,4.879,0.009,0.009,iteration,applied_iteration_adjustment,True
2,0,1,3,3.47,5.747,-0.043,-0.043,iteration,applied_iteration_adjustment,True
2,0,1,4,5.69,6.094,0.004,0.004,iteration,applied_iteration_adjustment,True
2,0,1,5,9.82,6.276,0.026,0.026,iteration,applied_iteration_adjustment,True
2,0,1,6,18.93,6.45,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.69,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,27.08,7.0,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,1.65,4.873,-0.007,-0.007,iteration,applied_iteration_adjustment,True
4,0,1,3,3.47,5.736,-0.012,-0.012,iteration,applied_iteration_adjustment,True
4,0,1,4,5.69,6.089,-0.005,-0.005,iteration,applied_iteration_adjustment,True
4,0,1,5,9.82,6.287,0.011,0.011,iteration,applied_iteration_adjustment,True
4,0,1,6,18.93,6.45,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.69,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,27.08,7.0,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,1.65,4.865,-0.008,-0.008,iteration,applied_iteration_adjustment,True
6,0,1,3,3.47,5.736,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,4,5.69,6.083,-0.006,-0.006,iteration,applied_iteration_adjustment,True
6,0,1,5,9.82,6.29,0.003,0.003,iteration,applied_iteration_adjustment,True
6,0,1,6,18.93,6.45,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.69,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,27.08,7.0,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,1.65,4.857,-0.008,-0.008,iteration,applied_iteration_adjustment,True
8,0,1,3,3.47,5.73,-0.005,-0.005,iteration,applied_iteration_adjustment,True
8,0,1,4,5.69,6.084,0.001,0.001,iteration,applied_iteration_adjustment,True
8,0,1,5,9.82,6.291,0.002,0.002,iteration,applied_iteration_adjustment,True
8,0,1,6,18.93,6.45,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.69,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,27.08,7.0,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
