iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.45,4.833,0.053,0.053,iteration,applied_iteration_adjustment,True
2,0,1,3,4.24,5.695,0.165,0.165,iteration,applied_iteration_adjustment,True
2,0,1,4,5.56,6.042,-0.048,-0.048,iteration,applied_iteration_adjustment,True
2,0,1,5,9.29,6.321,0.101,0.101,iteration,applied_iteration_adjustment,True
2,0,1,6,18.94,6.49,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.94,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,26.68,6.96,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.45,4.81,-0.023,-0.023,iteration,applied_iteration_adjustment,True
4,0,1,3,4.24,5.736,0.041,0.041,iteration,applied_iteration_adjustment,True
4,0,1,4,5.56,6.036,-0.007,-0.007,iteration,applied_iteration_adjustment,True
4,0,1,5,9.29,6.343,0.021,0.021,iteration,applied_iteration_adjustment,True
4,0,1,6,18.94,6.49,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.94,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,26.68,6.96,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.45,4.824,0.014,0.014,iteration,applied_iteration_adjustment,True
6,0,1,3,4.24,5.762,0.026,0.026,iteration,applied_iteration_adjustment,True
6,0,1,4,5.56,6.023,-0.013,-0.013,iteration,applied_iteration_adjustment,True
6,0,1,5,9.29,6.327,-0.015,-0.015,iteration,applied_iteration_adjustment,True
6,0,1,6,18.94,6.49,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.94,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,26.68,6.96,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.45,4.842,0.018,0.018,iteration,applied_iteration_adjustment,True
8,0,1,3,4.24,5.793,0.031,0.031,iteration,applied_iteration_adjustment,True
8,0,1,4,5.56,6.01,-0.013,-0.013,iteration,applied_iteration_adjustment,True
8,0,1,5,9.29,6.307,-0.02,-0.02,iteration,applied_iteration_adjustment,True
8,0,1,6,18.94,6.49,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.94,6.69,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,26.68,6.96,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
