iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.52,4.75,0.02,0.02,iteration,applied_iteration_adjustment,True
2,0,1,3,3.57,5.762,-0.028,-0.028,iteration,applied_iteration_adjustment,True
2,0,1,4,4.6,5.971,-0.049,-0.049,iteration,applied_iteration_adjustment,True
2,0,1,5,10.15,6.309,0.029,0.029,iteration,applied_iteration_adjustment,True
2,0,1,6,19.25,6.41,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.03,6.74,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,27.03,6.86,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.52,4.761,0.011,0.011,iteration,applied_iteration_adjustment,True
4,0,1,3,3.57,5.763,0.001,0.001,iteration,applied_iteration_adjustment,True
4,0,1,4,4.6,5.953,-0.018,-0.018,iteration,applied_iteration_adjustment,True
4,0,1,5,10.15,6.31,0.001,0.001,iteration,applied_iteration_adjustment,True
4,0,1,6,19.25,6.41,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.03,6.74,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,27.03,6.86,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.52,4.771,0.01,0.01,iteration,applied_iteration_adjustment,True
6,0,1,3,3.57,5.772,0.009,0.009,iteration,applied_iteration_adjustment,True
6,0,1,4,4.6,5.938,-0.015,-0.015,iteration,applied_iteration_adjustment,True
6,0,1,5,10.15,6.304,-0.006,-0.006,iteration,applied_iteration_adjustment,True
6,0,1,6,19.25,6.41,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.03,6.74,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,27.03,6.86,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.52,4.781,0.01,0.01,iteration,applied_iteration_adjustment,True
8,0,1,3,3.57,5.778,0.006,0.006,iteration,applied_iteration_adjustment,True
8,0,1,4,4.6,5.927,-0.011,-0.011,iteration,applied_iteration_adjustment,True
8,0,1,5,10.15,6.296,-0.009,-0.009,iteration,applied_iteration_adjustment,True
8,0,1,6,19.25,6.41,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.03,6.74,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,27.03,6.86,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
