iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.91,4.812,0.002,0.002,iteration,applied_iteration_adjustment,True
2,0,1,3,3.15,5.825,-0.075,-0.075,iteration,applied_iteration_adjustment,True
2,0,1,4,5.76,6.174,0.014,0.014,iteration,applied_iteration_adjustment,True
2,0,1,5,8.86,6.371,-0.019,-0.019,iteration,applied_iteration_adjustment,True
2,0,1,6,19.48,6.58,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,21.96,6.93,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,26.63,7.2,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.91,4.813,0.001,0.001,iteration,applied_iteration_adjustment,True
4,0,1,3,3.15,5.789,-0.036,-0.036,iteration,applied_iteration_adjustment,True
4,0,1,4,5.76,6.193,0.019,0.019,iteration,applied_iteration_adjustment,True
4,0,1,5,8.86,6.36,-0.011,-0.011,iteration,applied_iteration_adjustment,True
4,0,1,6,19.48,6.58,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,21.96,6.93,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,26.63,7.2,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.91,4.815,0.001,0.001,iteration,applied_iteration_adjustment,True
6,0,1,3,3.15,5.779,-0.01,-0.01,iteration,applied_iteration_adjustment,True
6,0,1,4,5.76,6.188,-0.005,-0.005,iteration,applied_iteration_adjustment,True
6,0,1,5,8.86,6.349,-0.011,-0.011,iteration,applied_iteration_adjustment,True
6,0,1,6,19.48,6.58,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,21.96,6.93,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,26.63,7.2,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.91,4.816,0.001,0.001,iteration,applied_iteration_adjustment,True
8,0,1,3,3.15,5.773,-0.006,-0.006,iteration,applied_iteration_adjustment,True
8,0,1,4,5.76,6.181,-0.007,-0.007,iteration,applied_iteration_adjustment,True
8,0,1,5,8.86,6.338,-0.011,-0.011,iteration,applied_iteration_adjustment,True
8,0,1,6,19.48,6.58,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,21.96,6.93,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,26.63,7.2,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
