iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.58,4.729,-0.001,-0.001,iteration,applied_iteration_adjustment,True
2,0,1,3,3.63,5.68,-0.01,-0.01,iteration,applied_iteration_adjustment,True
2,0,1,4,5.17,5.94,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,5,8.95,6.196,0.026,0.026,iteration,applied_iteration_adjustment,True
2,0,1,6,19.29,6.43,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,21.73,6.7,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,26.68,6.9,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.58,4.727,-0.003,-0.003,iteration,applied_iteration_adjustment,True
4,0,1,3,3.63,5.68,-0.001,-0.001,iteration,applied_iteration_adjustment,True
4,0,1,4,5.17,5.936,-0.003,-0.003,iteration,applied_iteration_adjustment,True
4,0,1,5,8.95,6.2,0.004,0.004,iteration,applied_iteration_adjustment,True
4,0,1,6,19.29,6.43,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,21.73,6.7,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,26.68,6.9,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.58,4.724,-0.003,-0.003,iteration,applied_iteration_adjustment,True
6,0,1,3,3.63,5.681,0.002,0.002,iteration,applied_iteration_adjustment,True
6,0,1,4,5.17,5.934,-0.002,-0.002,iteration,applied_iteration_adjustment,True
6,0,1,5,8.95,6.198,-0.002,-0.002,iteration,applied_iteration_adjustment,True
6,0,1,6,19.29,6.43,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,21.73,6.7,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,26.68,6.9,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.58,4.722,-0.002,-0.002,iteration,applied_iteration_adjustment,True
8,0,1,3,3.63,5.682,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,4,5.17,5.932,-0.002,-0.002,iteration,applied_iteration_adjustment,True
8,0,1,5,8.95,6.196,-0.003,-0.003,iteration,applied_iteration_adjustment,True
8,0,1,6,19.29,6.43,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,21.73,6.7,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,26.68,6.9,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
