iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.33,4.747,0.017,0.017,iteration,applied_iteration_adjustment,True
2,0,1,3,3.89,5.838,0.158,0.158,iteration,applied_iteration_adjustment,True
2,0,1,4,5.22,6.13,0.2,0.2,iteration,applied_iteration_adjustment,True
2,0,1,5,19.41,6.198,-0.052,-0.052,iteration,applied_iteration_adjustment,True
2,0,1,6,22.27,6.596,-0.024,-0.024,iteration,applied_iteration_adjustment,True
2,0,1,7,26.84,6.795,-0.015,-0.015,iteration,applied_iteration_adjustment,True
2,0,1,8,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.33,4.713,-0.033,-0.033,iteration,applied_iteration_adjustment,True
4,0,1,3,3.89,5.958,0.12,0.12,iteration,applied_iteration_adjustment,True
4,0,1,4,5.22,6.33,0.2,0.2,iteration,applied_iteration_adjustment,True
4,0,1,5,19.41,6.331,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,6,22.27,6.574,-0.022,-0.022,iteration,applied_iteration_adjustment,True
4,0,1,7,26.84,6.771,-0.024,-0.024,iteration,applied_iteration_adjustment,True
4,0,1,8,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.33,4.676,-0.037,-0.037,iteration,applied_iteration_adjustment,True
6,0,1,3,3.89,5.937,-0.021,-0.021,iteration,applied_iteration_adjustment,True
6,0,1,4,5.22,6.477,0.147,0.147,iteration,applied_iteration_adjustment,True
6,0,1,5,19.41,6.478,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,6,22.27,6.538,-0.036,-0.036,iteration,applied_iteration_adjustment,True
6,0,1,7,26.84,6.764,-0.007,-0.007,iteration,applied_iteration_adjustment,True
6,0,1,8,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.33,4.65,-0.027,-0.027,iteration,applied_iteration_adjustment,True
8,0,1,3,3.89,5.904,-0.033,-0.033,iteration,applied_iteration_adjustment,True
8,0,1,4,5.22,6.523,0.046,0.046,iteration,applied_iteration_adjustment,True
8,0,1,5,19.41,6.524,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,6,22.27,6.529,-0.009,-0.009,iteration,applied_iteration_adjustment,True
8,0,1,7,26.84,6.764,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
