iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.13,4.77,0.2,0.2,iteration,applied_iteration_adjustment,True
2,0,1,3,4.73,5.618,0.018,0.018,iteration,applied_iteration_adjustment,True
2,0,1,4,5.22,6.109,-0.071,-0.071,iteration,applied_iteration_adjustment,True
2,0,1,5,9.92,6.393,0.003,0.003,iteration,applied_iteration_adjustment,True
2,0,1,6,19.08,6.6,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,23.36,6.77,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,27.08,6.87,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.13,4.97,0.2,0.2,iteration,applied_iteration_adjustment,True
4,0,1,3,4.73,5.707,0.09,0.09,iteration,applied_iteration_adjustment,True
4,0,1,4,5.22,6.048,-0.061,-0.061,iteration,applied_iteration_adjustment,True
4,0,1,5,9.92,6.39,-0.002,-0.002,iteration,applied_iteration_adjustment,True
4,0,1,6,19.08,6.6,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,23.36,6.77,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,27.08,6.87,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.13,5.086,0.116,0.116,iteration,applied_iteration_adjustment,True
6,0,1,3,4.73,5.852,0.144,0.144,iteration,applied_iteration_adjustment,True
6,0,1,4,5.22,6.009,-0.039,-0.039,iteration,applied_iteration_adjustment,True
6,0,1,5,9.92,6.371,-0.019,-0.019,iteration,applied_iteration_adjustment,True
6,0,1,6,19.08,6.6,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,23.36,6.77,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,27.08,6.87,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.13,5.136,0.05,0.05,iteration,applied_iteration_adjustment,True
8,0,1,3,4.73,5.983,0.132,0.132,iteration,applied_iteration_adjustment,True
8,0,1,4,5.22,5.984,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,5,9.92,6.341,-0.03,-0.03,iteration,applied_iteration_adjustment,True
8,0,1,6,19.08,6.6,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,23.36,6.77,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,27.08,6.87,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
