iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.27,4.838,0.008,0.008,iteration,applied_iteration_adjustment,True
2,0,1,3,4.09,5.772,0.002,0.002,iteration,applied_iteration_adjustment,True
2,0,1,4,5.63,6.029,-0.001,-0.001,iteration,applied_iteration_adjustment,True
2,0,1,5,8.56,6.258,-0.012,-0.012,iteration,applied_iteration_adjustment,True
2,0,1,6,20.13,6.51,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.22,6.79,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,26.18,6.96,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.27,4.844,0.006,0.006,iteration,applied_iteration_adjustment,True
4,0,1,3,4.09,5.778,0.005,0.005,iteration,applied_iteration_adjustment,True
4,0,1,4,5.63,6.025,-0.004,-0.004,iteration,applied_iteration_adjustment,True
4,0,1,5,8.56,6.247,-0.012,-0.012,iteration,applied_iteration_adjustment,True
4,0,1,6,20.13,6.51,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.22,6.79,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,26.18,6.96,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.27,4.848,0.004,0.004,iteration,applied_iteration_adjustment,True
6,0,1,3,4.09,5.786,0.009,0.009,iteration,applied_iteration_adjustment,True
6,0,1,4,5.63,6.022,-0.003,-0.003,iteration,applied_iteration_adjustment,True
6,0,1,5,8.56,6.233,-0.013,-0.013,iteration,applied_iteration_adjustment,True
6,0,1,6,20.13,6.51,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.22,6.79,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,26.18,6.96,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.27,4.852,0.004,0.004,iteration,applied_iteration_adjustment,True
8,0,1,3,4.09,5.791,0.005,0.005,iteration,applied_iteration_adjustment,True
8,0,1,4,5.63,6.019,-0.003,-0.003,iteration,applied_iteration_adjustment,True
8,0,1,5,8.56,6.224,-0.01,-0.01,iteration,applied_iteration_adjustment,True
8,0,1,6,20.13,6.51,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.22,6.79,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,26.18,6.96,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
