iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,1.9,4.56,-0.2,-0.2,iteration,applied_iteration_adjustment,True
2,0,1,3,3.94,5.178,0.138,0.138,iteration,applied_iteration_adjustment,True
2,0,1,4,6.3,5.26,0.09,0.09,iteration,applied_iteration_adjustment,True
2,0,1,5,7.68,5.563,0.093,0.093,iteration,applied_iteration_adjustment,True
2,0,1,6,9.81,5.904,0.044,0.044,iteration,applied_iteration_adjustment,True
2,0,1,7,13.51,6.211,0.031,0.031,iteration,applied_iteration_adjustment,True
2,0,1,8,15.86,6.288,0.018,0.018,iteration,applied_iteration_adjustment,True
2,0,1,9,18.84,6.573,0.023,0.023,iteration,applied_iteration_adjustment,True
2,0,1,10,23.41,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,11,27.11,6.95,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,1.9,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,3,3.94,5.258,0.08,0.08,iteration,applied_iteration_adjustment,True
4,0,1,4,6.3,5.283,0.023,0.023,iteration,applied_iteration_adjustment,True
4,0,1,5,7.68,5.631,0.068,0.068,iteration,applied_iteration_adjustment,True
4,0,1,6,9.81,5.939,0.035,0.035,iteration,applied_iteration_adjustment,True
4,0,1,7,13.51,6.236,0.025,0.025,iteration,applied_iteration_adjustment,True
4,0,1,8,15.86,6.348,0.06,0.06,iteration,applied_iteration_adjustment,True
4,0,1,9,18.84,6.572,-0.001,-0.001,iteration,applied_iteration_adjustment,True
4,0,1,10,23.41,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,11,27.11,6.95,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,1.9,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,3,3.94,5.325,0.067,0.067,iteration,applied_iteration_adjustment,True
6,0,1,4,6.3,5.326,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,5,7.68,5.71,0.079,0.079,iteration,applied_iteration_adjustment,True
6,0,1,6,9.81,5.987,0.048,0.048,iteration,applied_iteration_adjustment,True
6,0,1,7,13.51,6.274,0.038,0.038,iteration,applied_iteration_adjustment,True
6,0,1,8,15.86,6.425,0.076,0.076,iteration,applied_iteration_adjustment,True
6,0,1,9,18.84,6.572,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,10,23.41,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,11,27.11,6.95,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.499,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,1.9,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,3,3.94,5.375,0.05,0.05,iteration,applied_iteration_adjustment,True
8,0,1,4,6.3,5.376,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,5,7.68,5.789,0.079,0.079,iteration,applied_iteration_adjustment,True
8,0,1,6,9.81,6.036,0.049,0.049,iteration,applied_iteration_adjustment,True
8,0,1,7,13.51,6.326,0.051,0.051,iteration,applied_iteration_adjustment,True
8,0,1,8,15.86,6.505,0.08,0.08,iteration,applied_iteration_adjustment,True
8,0,1,9,18.84,6.572,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,10,23.41,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,11,27.11,6.95,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
