iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.04,4.657,-0.023,-0.023,iteration,applied_iteration_adjustment,True
2,0,1,3,3.43,4.886,0.096,0.096,iteration,applied_iteration_adjustment,True
2,0,1,4,5.62,5.996,0.026,0.026,iteration,applied_iteration_adjustment,True
2,0,1,5,9.43,6.268,0.038,0.038,iteration,applied_iteration_adjustment,True
2,0,1,6,18.9,6.47,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.51,6.71,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,27.52,7.05,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.04,4.593,-0.064,-0.064,iteration,applied_iteration_adjustment,True
4,0,1,3,3.43,4.936,0.05,0.05,iteration,applied_iteration_adjustment,True
4,0,1,4,5.62,6.012,0.017,0.017,iteration,applied_iteration_adjustment,True
4,0,1,5,9.43,6.304,0.037,0.037,iteration,applied_iteration_adjustment,True
4,0,1,6,18.9,6.47,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.51,6.71,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,27.52,7.05,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.04,4.518,-0.074,-0.074,iteration,applied_iteration_adjustment,True
6,0,1,3,3.43,5.008,0.072,0.072,iteration,applied_iteration_adjustment,True
6,0,1,4,5.62,6.022,0.009,0.009,iteration,applied_iteration_adjustment,True
6,0,1,5,9.43,6.319,0.014,0.014,iteration,applied_iteration_adjustment,True
6,0,1,6,18.9,6.47,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.51,6.71,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,27.52,7.05,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.04,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,3,3.43,5.08,0.072,0.072,iteration,applied_iteration_adjustment,True
8,0,1,4,5.62,6.028,0.007,0.007,iteration,applied_iteration_adjustment,True
8,0,1,5,9.43,6.326,0.007,0.007,iteration,applied_iteration_adjustment,True
8,0,1,6,18.9,6.47,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.51,6.71,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,27.52,7.05,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
