iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.29,4.847,0.117,0.117,iteration,applied_iteration_adjustment,True
2,0,1,3,4.92,5.31,0.2,0.2,iteration,applied_iteration_adjustment,True
2,0,1,4,5.95,6.117,-0.063,-0.063,iteration,applied_iteration_adjustment,True
2,0,1,5,9.51,6.396,-0.034,-0.034,iteration,applied_iteration_adjustment,True
2,0,1,6,18.74,6.65,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,23.23,6.73,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,27.09,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.29,4.87,0.023,0.023,iteration,applied_iteration_adjustment,True
4,0,1,3,4.92,5.51,0.2,0.2,iteration,applied_iteration_adjustment,True
4,0,1,4,5.95,6.082,-0.036,-0.036,iteration,applied_iteration_adjustment,True
4,0,1,5,9.51,6.367,-0.028,-0.028,iteration,applied_iteration_adjustment,True
4,0,1,6,18.74,6.65,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,23.23,6.73,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,27.09,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.29,4.887,0.016,0.016,iteration,applied_iteration_adjustment,True
6,0,1,3,4.92,5.669,0.159,0.159,iteration,applied_iteration_adjustment,True
6,0,1,4,5.95,6.057,-0.025,-0.025,iteration,applied_iteration_adjustment,True
6,0,1,5,9.51,6.351,-0.017,-0.017,iteration,applied_iteration_adjustment,True
6,0,1,6,18.74,6.65,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,23.23,6.73,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,27.09,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.29,4.921,0.034,0.034,iteration,applied_iteration_adjustment,True
8,0,1,3,4.92,5.82,0.15,0.15,iteration,applied_iteration_adjustment,True
8,0,1,4,5.95,6.029,-0.028,-0.028,iteration,applied_iteration_adjustment,True
8,0,1,5,9.51,6.318,-0.033,-0.033,iteration,applied_iteration_adjustment,True
8,0,1,6,18.74,6.65,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,23.23,6.73,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,27.09,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
