iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,1.93,4.59,-0.2,-0.2,iteration,applied_iteration_adjustment,True
2,0,1,3,4.22,4.895,-0.095,-0.095,iteration,applied_iteration_adjustment,True
2,0,1,4,5.14,5.472,0.122,0.122,iteration,applied_iteration_adjustment,True
2,0,1,5,7.88,5.624,0.134,0.134,iteration,applied_iteration_adjustment,True
2,0,1,6,9.95,5.883,0.053,0.053,iteration,applied_iteration_adjustment,True
2,0,1,7,12.8,6.04,0.06,0.06,iteration,applied_iteration_adjustment,True
2,0,1,8,16.37,6.252,0.062,0.062,iteration,applied_iteration_adjustment,True
2,0,1,9,18.72,6.515,0.075,0.075,iteration,applied_iteration_adjustment,True
2,0,1,10,22.82,6.85,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,11,27.02,7.15,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,1.93,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,3,4.22,4.817,-0.079,-0.079,iteration,applied_iteration_adjustment,True
4,0,1,4,5.14,5.55,0.078,0.078,iteration,applied_iteration_adjustment,True
4,0,1,5,7.88,5.699,0.075,0.075,iteration,applied_iteration_adjustment,True
4,0,1,6,9.95,5.943,0.06,0.06,iteration,applied_iteration_adjustment,True
4,0,1,7,12.8,6.08,0.04,0.04,iteration,applied_iteration_adjustment,True
4,0,1,8,16.37,6.335,0.083,0.083,iteration,applied_iteration_adjustment,True
4,0,1,9,18.72,6.597,0.082,0.082,iteration,applied_iteration_adjustment,True
4,0,1,10,22.82,6.85,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,11,27.02,7.15,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,1.93,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,3,4.22,4.726,-0.091,-0.091,iteration,applied_iteration_adjustment,True
6,0,1,4,5.14,5.609,0.059,0.059,iteration,applied_iteration_adjustment,True
6,0,1,5,7.88,5.749,0.049,0.049,iteration,applied_iteration_adjustment,True
6,0,1,6,9.95,5.993,0.05,0.05,iteration,applied_iteration_adjustment,True
6,0,1,7,12.8,6.119,0.038,0.038,iteration,applied_iteration_adjustment,True
6,0,1,8,16.37,6.4,0.064,0.064,iteration,applied_iteration_adjustment,True
6,0,1,9,18.72,6.665,0.068,0.068,iteration,applied_iteration_adjustment,True
6,0,1,10,22.82,6.85,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,11,27.02,7.15,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.499,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,1.93,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,3,4.22,4.64,-0.087,-0.087,iteration,applied_iteration_adjustment,True
8,0,1,4,5.14,5.657,0.048,0.048,iteration,applied_iteration_adjustment,True
8,0,1,5,7.88,5.798,0.05,0.05,iteration,applied_iteration_adjustment,True
8,0,1,6,9.95,6.04,0.047,0.047,iteration,applied_iteration_adjustment,True
8,0,1,7,12.8,6.174,0.055,0.055,iteration,applied_iteration_adjustment,True
8,0,1,8,16.37,6.464,0.065,0.065,iteration,applied_iteration_adjustment,True
8,0,1,9,18.72,6.735,0.07,0.07,iteration,applied_iteration_adjustment,True
8,0,1,10,22.82,6.85,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,11,27.02,7.15,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,12,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
