iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.1,4.633,0.063,0.063,iteration,applied_iteration_adjustment,True
2,0,1,3,4.32,4.634,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,4,5.2,5.919,0.039,0.039,iteration,applied_iteration_adjustment,True
2,0,1,5,9.23,6.202,-0.028,-0.028,iteration,applied_iteration_adjustment,True
2,0,1,6,19.11,6.55,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.8,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,27.01,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.1,4.668,0.035,0.035,iteration,applied_iteration_adjustment,True
4,0,1,3,4.32,4.669,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,4,5.2,5.928,0.01,0.01,iteration,applied_iteration_adjustment,True
4,0,1,5,9.23,6.247,0.045,0.045,iteration,applied_iteration_adjustment,True
4,0,1,6,19.11,6.55,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.8,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,27.01,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.1,4.703,0.035,0.035,iteration,applied_iteration_adjustment,True
6,0,1,3,4.32,4.704,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,4,5.2,5.935,0.006,0.006,iteration,applied_iteration_adjustment,True
6,0,1,5,9.23,6.254,0.006,0.006,iteration,applied_iteration_adjustment,True
6,0,1,6,19.11,6.55,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.8,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,27.01,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.1,4.722,0.019,0.019,iteration,applied_iteration_adjustment,True
8,0,1,3,4.32,4.727,0.023,0.023,iteration,applied_iteration_adjustment,True
8,0,1,4,5.2,5.936,0.001,0.001,iteration,applied_iteration_adjustment,True
8,0,1,5,9.23,6.263,0.01,0.01,iteration,applied_iteration_adjustment,True
8,0,1,6,19.11,6.55,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.8,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,27.01,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
