iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.33,4.713,-0.017,-0.017,iteration,applied_iteration_adjustment,True
2,0,1,3,3.89,5.769,0.089,0.089,iteration,applied_iteration_adjustment,True
2,0,1,4,5.22,6.13,0.2,0.2,iteration,applied_iteration_adjustment,True
2,0,1,5,19.41,6.208,-0.042,-0.042,iteration,applied_iteration_adjustment,True
2,0,1,6,22.27,6.547,-0.073,-0.073,iteration,applied_iteration_adjustment,True
2,0,1,7,26.84,6.795,-0.015,-0.015,iteration,applied_iteration_adjustment,True
2,0,1,8,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.33,4.687,-0.026,-0.026,iteration,applied_iteration_adjustment,True
4,0,1,3,3.89,5.848,0.078,0.078,iteration,applied_iteration_adjustment,True
4,0,1,4,5.22,6.33,0.2,0.2,iteration,applied_iteration_adjustment,True
4,0,1,5,19.41,6.331,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,6,22.27,6.504,-0.043,-0.043,iteration,applied_iteration_adjustment,True
4,0,1,7,26.84,6.795,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.33,4.672,-0.015,-0.015,iteration,applied_iteration_adjustment,True
6,0,1,3,3.89,5.867,0.019,0.019,iteration,applied_iteration_adjustment,True
6,0,1,4,5.22,6.427,0.097,0.097,iteration,applied_iteration_adjustment,True
6,0,1,5,19.41,6.428,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,6,22.27,6.499,-0.005,-0.005,iteration,applied_iteration_adjustment,True
6,0,1,7,26.84,6.795,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.33,4.662,-0.01,-0.01,iteration,applied_iteration_adjustment,True
8,0,1,3,3.89,5.869,0.002,0.002,iteration,applied_iteration_adjustment,True
8,0,1,4,5.22,6.451,0.024,0.024,iteration,applied_iteration_adjustment,True
8,0,1,5,19.41,6.452,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,6,22.27,6.499,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,26.84,6.795,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
