iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,1.84,4.793,0.163,0.163,iteration,applied_iteration_adjustment,True
2,0,1,3,4.39,5.065,-0.005,-0.005,iteration,applied_iteration_adjustment,True
2,0,1,4,4.48,5.935,-0.025,-0.025,iteration,applied_iteration_adjustment,True
2,0,1,5,11.23,6.346,-0.024,-0.024,iteration,applied_iteration_adjustment,True
2,0,1,6,18.72,6.61,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.58,6.82,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,27.25,7.11,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,1.84,4.891,0.098,0.098,iteration,applied_iteration_adjustment,True
4,0,1,3,4.39,5.055,-0.009,-0.009,iteration,applied_iteration_adjustment,True
4,0,1,4,4.48,5.931,-0.004,-0.004,iteration,applied_iteration_adjustment,True
4,0,1,5,11.23,6.35,0.005,0.005,iteration,applied_iteration_adjustment,True
4,0,1,6,18.72,6.61,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.58,6.82,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,27.25,7.11,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,1.84,4.949,0.058,0.058,iteration,applied_iteration_adjustment,True
6,0,1,3,4.39,5.052,-0.003,-0.003,iteration,applied_iteration_adjustment,True
6,0,1,4,4.48,5.931,0.001,0.001,iteration,applied_iteration_adjustment,True
6,0,1,5,11.23,6.35,-0.001,-0.001,iteration,applied_iteration_adjustment,True
6,0,1,6,18.72,6.61,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.58,6.82,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,27.25,7.11,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,1.84,5.017,0.068,0.068,iteration,applied_iteration_adjustment,True
8,0,1,3,4.39,5.05,-0.002,-0.002,iteration,applied_iteration_adjustment,True
8,0,1,4,4.48,5.929,-0.002,-0.002,iteration,applied_iteration_adjustment,True
8,0,1,5,11.23,6.345,-0.004,-0.004,iteration,applied_iteration_adjustment,True
8,0,1,6,18.72,6.61,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.58,6.82,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,27.25,7.11,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
