iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.45,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,3,4.23,4.757,0.007,0.007,iteration,applied_iteration_adjustment,True
2,0,1,4,6.12,5.971,0.101,0.101,iteration,applied_iteration_adjustment,True
2,0,1,5,9.94,6.255,0.095,0.095,iteration,applied_iteration_adjustment,True
2,0,1,6,19.69,6.54,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.93,6.83,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,26.07,7.03,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.45,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,3,4.23,4.77,0.013,0.013,iteration,applied_iteration_adjustment,True
4,0,1,4,6.12,6.007,0.036,0.036,iteration,applied_iteration_adjustment,True
4,0,1,5,9.94,6.319,0.064,0.064,iteration,applied_iteration_adjustment,True
4,0,1,6,19.69,6.54,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.93,6.83,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,26.07,7.03,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.45,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,3,4.23,4.817,0.047,0.047,iteration,applied_iteration_adjustment,True
6,0,1,4,6.12,6.029,0.021,0.021,iteration,applied_iteration_adjustment,True
6,0,1,5,9.94,6.343,0.024,0.024,iteration,applied_iteration_adjustment,True
6,0,1,6,19.69,6.54,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.93,6.83,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,26.07,7.03,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.45,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,3,4.23,4.886,0.069,0.069,iteration,applied_iteration_adjustment,True
8,0,1,4,6.12,6.041,0.012,0.012,iteration,applied_iteration_adjustment,True
8,0,1,5,9.94,6.358,0.015,0.015,iteration,applied_iteration_adjustment,True
8,0,1,6,19.69,6.54,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.93,6.83,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,26.07,7.03,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
