iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.55,4.776,0.006,0.006,iteration,applied_iteration_adjustment,True
2,0,1,3,5.17,5.817,0.027,0.027,iteration,applied_iteration_adjustment,True
2,0,1,4,5.63,5.893,0.033,0.033,iteration,applied_iteration_adjustment,True
2,0,1,5,9.06,6.197,-0.013,-0.013,iteration,applied_iteration_adjustment,True
2,0,1,6,19.16,6.41,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.48,6.55,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,27.0,6.87,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.55,4.782,0.006,0.006,iteration,applied_iteration_adjustment,True
4,0,1,3,5.17,5.838,0.022,0.022,iteration,applied_iteration_adjustment,True
4,0,1,4,5.63,5.895,0.002,0.002,iteration,applied_iteration_adjustment,True
4,0,1,5,9.06,6.18,-0.017,-0.017,iteration,applied_iteration_adjustment,True
4,0,1,6,19.16,6.41,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.48,6.55,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,27.0,6.87,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.55,4.789,0.007,0.007,iteration,applied_iteration_adjustment,True
6,0,1,3,5.17,5.877,0.038,0.038,iteration,applied_iteration_adjustment,True
6,0,1,4,5.63,5.883,-0.012,-0.012,iteration,applied_iteration_adjustment,True
6,0,1,5,9.06,6.163,-0.017,-0.017,iteration,applied_iteration_adjustment,True
6,0,1,6,19.16,6.41,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.48,6.55,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,27.0,6.87,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.55,4.797,0.009,0.009,iteration,applied_iteration_adjustment,True
8,0,1,3,5.17,5.877,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,4,5.63,5.887,0.004,0.004,iteration,applied_iteration_adjustment,True
8,0,1,5,9.06,6.155,-0.008,-0.008,iteration,applied_iteration_adjustment,True
8,0,1,6,19.16,6.41,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.48,6.55,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,27.0,6.87,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
