iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,2.18,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,3,4.5,4.751,-0.099,-0.099,iteration,applied_iteration_adjustment,True
2,0,1,4,5.92,5.811,0.131,0.131,iteration,applied_iteration_adjustment,True
2,0,1,5,9.3,6.128,0.098,0.098,iteration,applied_iteration_adjustment,True
2,0,1,6,13.24,6.39,0.14,0.14,iteration,applied_iteration_adjustment,True
2,0,1,7,19.21,6.58,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,22.77,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,27.28,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,10,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,2.18,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,3,4.5,4.641,-0.11,-0.11,iteration,applied_iteration_adjustment,True
4,0,1,4,5.92,5.885,0.074,0.074,iteration,applied_iteration_adjustment,True
4,0,1,5,9.3,6.228,0.1,0.1,iteration,applied_iteration_adjustment,True
4,0,1,6,13.24,6.501,0.111,0.111,iteration,applied_iteration_adjustment,True
4,0,1,7,19.21,6.58,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,22.77,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,27.28,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,10,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,2.18,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,3,4.5,4.558,-0.083,-0.083,iteration,applied_iteration_adjustment,True
6,0,1,4,5.92,5.927,0.042,0.042,iteration,applied_iteration_adjustment,True
6,0,1,5,9.3,6.296,0.069,0.069,iteration,applied_iteration_adjustment,True
6,0,1,6,13.24,6.597,0.096,0.096,iteration,applied_iteration_adjustment,True
6,0,1,7,19.21,6.598,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,22.77,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,27.28,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,10,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,2.18,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,3,4.5,4.505,-0.053,-0.053,iteration,applied_iteration_adjustment,True
8,0,1,4,5.92,5.966,0.039,0.039,iteration,applied_iteration_adjustment,True
8,0,1,5,9.3,6.332,0.036,0.036,iteration,applied_iteration_adjustment,True
8,0,1,6,13.24,6.633,0.036,0.036,iteration,applied_iteration_adjustment,True
8,0,1,7,19.21,6.634,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,22.77,6.72,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,27.28,7.02,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,10,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
