iteration,backup,model,layer,depth,velocity,printed_change,applied_change,change_type,change_semantics,applied
2,0,1,1,-5.0,4.5,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,2,1.73,4.648,0.058,0.058,iteration,applied_iteration_adjustment,True
2,0,1,3,4.47,5.062,0.152,0.152,iteration,applied_iteration_adjustment,True
2,0,1,4,5.71,6.014,-0.016,-0.016,iteration,applied_iteration_adjustment,True
2,0,1,5,9.23,6.279,0.029,0.029,iteration,applied_iteration_adjustment,True
2,0,1,6,18.45,6.52,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,7,22.75,6.74,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,8,26.55,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
2,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
4,0,1,2,1.73,4.63,-0.017,-0.017,iteration,applied_iteration_adjustment,True
4,0,1,3,4.47,5.225,0.163,0.163,iteration,applied_iteration_adjustment,True
4,0,1,4,5.71,6.004,-0.009,-0.009,iteration,applied_iteration_adjustment,True
4,0,1,5,9.23,6.286,0.006,0.006,iteration,applied_iteration_adjustment,True
4,0,1,6,18.45,6.52,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,7,22.75,6.74,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,8,26.55,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
4,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
6,0,1,2,1.73,4.549,-0.081,-0.081,iteration,applied_iteration_adjustment,True
6,0,1,3,4.47,5.392,0.167,0.167,iteration,applied_iteration_adjustment,True
6,0,1,4,5.71,5.996,-0.009,-0.009,iteration,applied_iteration_adjustment,True
6,0,1,5,9.23,6.281,-0.005,-0.005,iteration,applied_iteration_adjustment,True
6,0,1,6,18.45,6.52,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,7,22.75,6.74,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,8,26.55,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
6,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,1,-5.0,4.5,-0.0,-0.0,iteration,applied_iteration_adjustment,True
8,0,1,2,1.73,4.501,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,3,4.47,5.555,0.163,0.163,iteration,applied_iteration_adjustment,True
8,0,1,4,5.71,5.983,-0.012,-0.012,iteration,applied_iteration_adjustment,True
8,0,1,5,9.23,6.265,-0.016,-0.016,iteration,applied_iteration_adjustment,True
8,0,1,6,18.45,6.52,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,7,22.75,6.74,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,8,26.55,7.01,0.0,0.0,iteration,applied_iteration_adjustment,True
8,0,1,9,45.0,8.1,0.0,0.0,iteration,applied_iteration_adjustment,True
